record_id,building_id,building_name,building_type,timestamp,hour,electricity_kwh
33,B001,教学楼,Teaching,2025-12-02 08:00:00,8,80.15
34,B001,教学楼,Teaching,2025-12-02 09:00:00,9,85.45
35,B001,教学楼,Teaching,2025-12-02 10:00:00,10,78.37
36,B001,教学楼,Teaching,2025-12-02 11:00:00,11,80.50
37,B001,教学楼,Teaching,2025-12-02 12:00:00,12,83.88
38,B001,教学楼,Teaching,2025-12-02 13:00:00,13,81.40
39,B001,教学楼,Teaching,2025-12-02 14:00:00,14,84.37
40,B001,教学楼,Teaching,2025-12-02 15:00:00,15,81.01
41,B001,教学楼,Teaching,2025-12-02 16:00:00,16,82.59
42,B001,教学楼,Teaching,2025-12-02 17:00:00,17,74.74
43,B001,教学楼,Teaching,2025-12-02 18:00:00,18,93.02
44,B001,教学楼,Teaching,2025-12-02 19:00:00,19,93.82
45,B001,教学楼,Teaching,2025-12-02 20:00:00,20,91.36
46,B001,教学楼,Teaching,2025-12-02 21:00:00,21,25.65
47,B001,教学楼,Teaching,2025-12-02 22:00:00,22,24.09
48,B001,教学楼,Teaching,2025-12-02 23:00:00,23,26.23
49,B001,教学楼,Teaching,2025-12-03 00:00:00,0,30.54
50,B001,教学楼,Teaching,2025-12-03 01:00:00,1,27.31
51,B001,教学楼,Teaching,2025-12-03 02:00:00,2,27.39
52,B001,教学楼,Teaching,2025-12-03 03:00:00,3,25.48
53,B001,教学楼,Teaching,2025-12-03 04:00:00,4,26.19
54,B001,教学楼,Teaching,2025-12-03 05:00:00,5,34.24
55,B001,教学楼,Teaching,2025-12-03 06:00:00,6,30.79
56,B001,教学楼,Teaching,2025-12-03 07:00:00,7,30.34
57,B001,教学楼,Teaching,2025-12-03 08:00:00,8,76.98
58,B001,教学楼,Teaching,2025-12-03 09:00:00,9,83.73
59,B001,教学楼,Teaching,2025-12-03 10:00:00,10,76.99
60,B001,教学楼,Teaching,2025-12-03 11:00:00,11,79.63
61,B001,教学楼,Teaching,2025-12-03 12:00:00,12,86.99
62,B001,教学楼,Teaching,2025-12-03 13:00:00,13,82.85
63,B001,教学楼,Teaching,2025-12-03 14:00:00,14,81.90
64,B001,教学楼,Teaching,2025-12-03 15:00:00,15,83.48
65,B001,教学楼,Teaching,2025-12-03 16:00:00,16,85.42
66,B001,教学楼,Teaching,2025-12-03 17:00:00,17,84.66
67,B001,教学楼,Teaching,2025-12-03 18:00:00,18,94.43
68,B001,教学楼,Teaching,2025-12-03 19:00:00,19,92.12
69,B001,教学楼,Teaching,2025-12-03 20:00:00,20,95.57
70,B001,教学楼,Teaching,2025-12-03 21:00:00,21,26.48
71,B001,教学楼,Teaching,2025-12-03 22:00:00,22,25.82
72,B001,教学楼,Teaching,2025-12-03 23:00:00,23,34.62
73,B001,教学楼,Teaching,2025-12-04 00:00:00,0,33.83
74,B001,教学楼,Teaching,2025-12-04 01:00:00,1,27.11
75,B001,教学楼,Teaching,2025-12-04 02:00:00,2,31.21
76,B001,教学楼,Teaching,2025-12-04 03:00:00,3,28.11
77,B001,教学楼,Teaching,2025-12-04 04:00:00,4,34.35
78,B001,教学楼,Teaching,2025-12-04 05:00:00,5,28.90
79,B001,教学楼,Teaching,2025-12-04 06:00:00,6,26.59
80,B001,教学楼,Teaching,2025-12-04 07:00:00,7,26.38
81,B001,教学楼,Teaching,2025-12-04 08:00:00,8,82.75
82,B001,教学楼,Teaching,2025-12-04 09:00:00,9,79.21
83,B001,教学楼,Teaching,2025-12-04 10:00:00,10,83.11
84,B001,教学楼,Teaching,2025-12-04 11:00:00,11,86.91
85,B001,教学楼,Teaching,2025-12-04 12:00:00,12,80.97
86,B001,教学楼,Teaching,2025-12-04 13:00:00,13,78.85
87,B001,教学楼,Teaching,2025-12-04 14:00:00,14,88.23
88,B001,教学楼,Teaching,2025-12-04 15:00:00,15,82.41
89,B001,教学楼,Teaching,2025-12-04 16:00:00,16,77.43
90,B001,教学楼,Teaching,2025-12-04 17:00:00,17,76.94
91,B001,教学楼,Teaching,2025-12-04 18:00:00,18,94.21
92,B001,教学楼,Teaching,2025-12-04 19:00:00,19,100.47
93,B001,教学楼,Teaching,2025-12-04 20:00:00,20,102.49
94,B001,教学楼,Teaching,2025-12-04 21:00:00,21,28.69
95,B001,教学楼,Teaching,2025-12-04 22:00:00,22,24.40
96,B001,教学楼,Teaching,2025-12-04 23:00:00,23,28.23
97,B001,教学楼,Teaching,2025-12-05 00:00:00,0,35.62
98,B001,教学楼,Teaching,2025-12-05 01:00:00,1,30.03
99,B001,教学楼,Teaching,2025-12-05 02:00:00,2,35.34
100,B001,教学楼,Teaching,2025-12-05 03:00:00,3,34.03
101,B001,教学楼,Teaching,2025-12-05 04:00:00,4,23.85
102,B001,教学楼,Teaching,2025-12-05 05:00:00,5,32.38
103,B001,教学楼,Teaching,2025-12-05 06:00:00,6,31.92
104,B001,教学楼,Teaching,2025-12-05 07:00:00,7,30.20
105,B001,教学楼,Teaching,2025-12-05 08:00:00,8,80.12
106,B001,教学楼,Teaching,2025-12-05 09:00:00,9,84.64
107,B001,教学楼,Teaching,2025-12-05 10:00:00,10,78.32
108,B001,教学楼,Teaching,2025-12-05 11:00:00,11,82.23
109,B001,教学楼,Teaching,2025-12-05 12:00:00,12,82.49
110,B001,教学楼,Teaching,2025-12-05 13:00:00,13,88.53
111,B001,教学楼,Teaching,2025-12-05 14:00:00,14,87.62
112,B001,教学楼,Teaching,2025-12-05 15:00:00,15,80.30
113,B001,教学楼,Teaching,2025-12-05 16:00:00,16,83.18
114,B001,教学楼,Teaching,2025-12-05 17:00:00,17,79.35
115,B001,教学楼,Teaching,2025-12-05 18:00:00,18,104.83
116,B001,教学楼,Teaching,2025-12-05 19:00:00,19,104.36
117,B001,教学楼,Teaching,2025-12-05 20:00:00,20,97.53
118,B001,教学楼,Teaching,2025-12-05 21:00:00,21,31.58
119,B001,教学楼,Teaching,2025-12-05 22:00:00,22,31.23
120,B001,教学楼,Teaching,2025-12-05 23:00:00,23,25.76
121,B001,教学楼,Teaching,2025-12-06 00:00:00,0,29.50
122,B001,教学楼,Teaching,2025-12-06 01:00:00,1,26.83
123,B001,教学楼,Teaching,2025-12-06 02:00:00,2,29.71
124,B001,教学楼,Teaching,2025-12-06 03:00:00,3,26.74
125,B001,教学楼,Teaching,2025-12-06 04:00:00,4,20.39
126,B001,教学楼,Teaching,2025-12-06 05:00:00,5,24.28
127,B001,教学楼,Teaching,2025-12-06 06:00:00,6,20.63
128,B001,教学楼,Teaching,2025-12-06 07:00:00,7,31.55
129,B001,教学楼,Teaching,2025-12-06 08:00:00,8,78.12
130,B001,教学楼,Teaching,2025-12-06 09:00:00,9,77.58
131,B001,教学楼,Teaching,2025-12-06 10:00:00,10,71.31
132,B001,教学楼,Teaching,2025-12-06 11:00:00,11,68.33
133,B001,教学楼,Teaching,2025-12-06 12:00:00,12,78.19
134,B001,教学楼,Teaching,2025-12-06 13:00:00,13,79.04
135,B001,教学楼,Teaching,2025-12-06 14:00:00,14,68.72
136,B001,教学楼,Teaching,2025-12-06 15:00:00,15,73.55
137,B001,教学楼,Teaching,2025-12-06 16:00:00,16,68.56
138,B001,教学楼,Teaching,2025-12-06 17:00:00,17,76.88
139,B001,教学楼,Teaching,2025-12-06 18:00:00,18,91.71
140,B001,教学楼,Teaching,2025-12-06 19:00:00,19,84.08
141,B001,教学楼,Teaching,2025-12-06 20:00:00,20,88.26
142,B001,教学楼,Teaching,2025-12-06 21:00:00,21,27.10
143,B001,教学楼,Teaching,2025-12-06 22:00:00,22,23.68
144,B001,教学楼,Teaching,2025-12-06 23:00:00,23,30.98
145,B001,教学楼,Teaching,2025-12-07 00:00:00,0,25.59
146,B001,教学楼,Teaching,2025-12-07 01:00:00,1,23.06
147,B001,教学楼,Teaching,2025-12-07 02:00:00,2,27.00
148,B001,教学楼,Teaching,2025-12-07 03:00:00,3,29.29
149,B001,教学楼,Teaching,2025-12-07 04:00:00,4,22.95
150,B001,教学楼,Teaching,2025-12-07 05:00:00,5,24.28
151,B001,教学楼,Teaching,2025-12-07 06:00:00,6,32.49
152,B001,教学楼,Teaching,2025-12-07 07:00:00,7,28.35
153,B001,教学楼,Teaching,2025-12-07 08:00:00,8,73.23
154,B001,教学楼,Teaching,2025-12-07 09:00:00,9,74.19
155,B001,教学楼,Teaching,2025-12-07 10:00:00,10,69.44
156,B001,教学楼,Teaching,2025-12-07 11:00:00,11,70.70
157,B001,教学楼,Teaching,2025-12-07 12:00:00,12,72.07
158,B001,教学楼,Teaching,2025-12-07 13:00:00,13,75.08
159,B001,教学楼,Teaching,2025-12-07 14:00:00,14,70.79
160,B001,教学楼,Teaching,2025-12-07 15:00:00,15,70.68
161,B001,教学楼,Teaching,2025-12-07 16:00:00,16,68.90
162,B001,教学楼,Teaching,2025-12-07 17:00:00,17,75.63
163,B001,教学楼,Teaching,2025-12-07 18:00:00,18,85.62
164,B001,教学楼,Teaching,2025-12-07 19:00:00,19,93.75
165,B001,教学楼,Teaching,2025-12-07 20:00:00,20,93.21
166,B001,教学楼,Teaching,2025-12-07 21:00:00,21,21.44
167,B001,教学楼,Teaching,2025-12-07 22:00:00,22,23.45
168,B001,教学楼,Teaching,2025-12-07 23:00:00,23,28.63
169,B001,教学楼,Teaching,2025-12-08 00:00:00,0,26.80
170,B001,教学楼,Teaching,2025-12-08 01:00:00,1,25.82
171,B001,教学楼,Teaching,2025-12-08 02:00:00,2,35.46
172,B001,教学楼,Teaching,2025-12-08 03:00:00,3,31.09
173,B001,教学楼,Teaching,2025-12-08 04:00:00,4,29.91
174,B001,教学楼,Teaching,2025-12-08 05:00:00,5,33.65
175,B001,教学楼,Teaching,2025-12-08 06:00:00,6,33.93
176,B001,教学楼,Teaching,2025-12-08 07:00:00,7,26.52
177,B001,教学楼,Teaching,2025-12-08 08:00:00,8,79.40
178,B001,教学楼,Teaching,2025-12-08 09:00:00,9,0.20
179,B001,教学楼,Teaching,2025-12-08 10:00:00,10,0.31
180,B001,教学楼,Teaching,2025-12-08 11:00:00,11,0.39
181,B001,教学楼,Teaching,2025-12-08 12:00:00,12,0.19
182,B001,教学楼,Teaching,2025-12-08 13:00:00,13,82.31
183,B001,教学楼,Teaching,2025-12-08 14:00:00,14,88.58
184,B001,教学楼,Teaching,2025-12-08 15:00:00,15,81.22
185,B001,教学楼,Teaching,2025-12-08 16:00:00,16,80.52
186,B001,教学楼,Teaching,2025-12-08 17:00:00,17,83.62
187,B001,教学楼,Teaching,2025-12-08 18:00:00,18,100.14
188,B001,教学楼,Teaching,2025-12-08 19:00:00,19,98.42
189,B001,教学楼,Teaching,2025-12-08 20:00:00,20,98.07
190,B001,教学楼,Teaching,2025-12-08 21:00:00,21,35.31
191,B001,教学楼,Teaching,2025-12-08 22:00:00,22,29.55
192,B001,教学楼,Teaching,2025-12-08 23:00:00,23,34.57
193,B001,教学楼,Teaching,2025-12-09 00:00:00,0,30.83
194,B001,教学楼,Teaching,2025-12-09 01:00:00,1,24.83
195,B001,教学楼,Teaching,2025-12-09 02:00:00,2,36.21
196,B001,教学楼,Teaching,2025-12-09 03:00:00,3,34.25
197,B001,教学楼,Teaching,2025-12-09 04:00:00,4,35.85
198,B001,教学楼,Teaching,2025-12-09 05:00:00,5,35.33
199,B001,教学楼,Teaching,2025-12-09 06:00:00,6,34.40
200,B001,教学楼,Teaching,2025-12-09 07:00:00,7,26.21
201,B001,教学楼,Teaching,2025-12-09 08:00:00,8,83.97
202,B001,教学楼,Teaching,2025-12-09 09:00:00,9,80.70
203,B001,教学楼,Teaching,2025-12-09 10:00:00,10,82.94
204,B001,教学楼,Teaching,2025-12-09 11:00:00,11,78.82
205,B001,教学楼,Teaching,2025-12-09 12:00:00,12,82.65
206,B001,教学楼,Teaching,2025-12-09 13:00:00,13,89.92
207,B001,教学楼,Teaching,2025-12-09 14:00:00,14,81.26
208,B001,教学楼,Teaching,2025-12-09 15:00:00,15,87.48
209,B001,教学楼,Teaching,2025-12-09 16:00:00,16,83.51
210,B001,教学楼,Teaching,2025-12-09 17:00:00,17,83.12
211,B001,教学楼,Teaching,2025-12-09 18:00:00,18,106.32
212,B001,教学楼,Teaching,2025-12-09 19:00:00,19,106.76
213,B001,教学楼,Teaching,2025-12-09 20:00:00,20,101.47
214,B001,教学楼,Teaching,2025-12-09 21:00:00,21,32.77
215,B001,教学楼,Teaching,2025-12-09 22:00:00,22,26.00
216,B001,教学楼,Teaching,2025-12-09 23:00:00,23,27.70
217,B001,教学楼,Teaching,2025-12-10 00:00:00,0,35.75
218,B001,教学楼,Teaching,2025-12-10 01:00:00,1,31.07
219,B001,教学楼,Teaching,2025-12-10 02:00:00,2,30.62
220,B001,教学楼,Teaching,2025-12-10 03:00:00,3,33.09
221,B001,教学楼,Teaching,2025-12-10 04:00:00,4,24.79
222,B001,教学楼,Teaching,2025-12-10 05:00:00,5,31.11
223,B001,教学楼,Teaching,2025-12-10 06:00:00,6,30.13
224,B001,教学楼,Teaching,2025-12-10 07:00:00,7,34.32
225,B001,教学楼,Teaching,2025-12-10 08:00:00,8,79.67
226,B001,教学楼,Teaching,2025-12-10 09:00:00,9,89.29
227,B001,教学楼,Teaching,2025-12-10 10:00:00,10,78.71
228,B001,教学楼,Teaching,2025-12-10 11:00:00,11,79.95
229,B001,教学楼,Teaching,2025-12-10 12:00:00,12,84.84
230,B001,教学楼,Teaching,2025-12-10 13:00:00,13,85.78
231,B001,教学楼,Teaching,2025-12-10 14:00:00,14,80.48
232,B001,教学楼,Teaching,2025-12-10 15:00:00,15,79.07
233,B001,教学楼,Teaching,2025-12-10 16:00:00,16,88.29
234,B001,教学楼,Teaching,2025-12-10 17:00:00,17,80.54
235,B001,教学楼,Teaching,2025-12-10 18:00:00,18,101.41
236,B001,教学楼,Teaching,2025-12-10 19:00:00,19,101.67
237,B001,教学楼,Teaching,2025-12-10 20:00:00,20,99.24
238,B001,教学楼,Teaching,2025-12-10 21:00:00,21,30.97
239,B001,教学楼,Teaching,2025-12-10 22:00:00,22,30.23
240,B001,教学楼,Teaching,2025-12-10 23:00:00,23,35.17
241,B001,教学楼,Teaching,2025-12-11 00:00:00,0,26.39
242,B001,教学楼,Teaching,2025-12-11 01:00:00,1,32.52
243,B001,教学楼,Teaching,2025-12-11 02:00:00,2,26.78
244,B001,教学楼,Teaching,2025-12-11 03:00:00,3,28.66
245,B001,教学楼,Teaching,2025-12-11 04:00:00,4,31.96
246,B001,教学楼,Teaching,2025-12-11 05:00:00,5,27.49
247,B001,教学楼,Teaching,2025-12-11 06:00:00,6,27.67
248,B001,教学楼,Teaching,2025-12-11 07:00:00,7,32.89
249,B001,教学楼,Teaching,2025-12-11 08:00:00,8,78.04
250,B001,教学楼,Teaching,2025-12-11 09:00:00,9,82.64
251,B001,教学楼,Teaching,2025-12-11 10:00:00,10,89.09
252,B001,教学楼,Teaching,2025-12-11 11:00:00,11,89.03
253,B001,教学楼,Teaching,2025-12-11 12:00:00,12,77.93
254,B001,教学楼,Teaching,2025-12-11 13:00:00,13,79.57
255,B001,教学楼,Teaching,2025-12-11 14:00:00,14,80.17
256,B001,教学楼,Teaching,2025-12-11 15:00:00,15,88.15
257,B001,教学楼,Teaching,2025-12-11 16:00:00,16,87.49
258,B001,教学楼,Teaching,2025-12-11 17:00:00,17,87.43
259,B001,教学楼,Teaching,2025-12-11 18:00:00,18,97.85
260,B001,教学楼,Teaching,2025-12-11 19:00:00,19,95.27
261,B001,教学楼,Teaching,2025-12-11 20:00:00,20,103.34
262,B001,教学楼,Teaching,2025-12-11 21:00:00,21,32.15
263,B001,教学楼,Teaching,2025-12-11 22:00:00,22,31.03
264,B001,教学楼,Teaching,2025-12-11 23:00:00,23,35.52
265,B001,教学楼,Teaching,2025-12-12 00:00:00,0,31.51
266,B001,教学楼,Teaching,2025-12-12 01:00:00,1,23.75
267,B001,教学楼,Teaching,2025-12-12 02:00:00,2,33.44
268,B001,教学楼,Teaching,2025-12-12 03:00:00,3,27.22
269,B001,教学楼,Teaching,2025-12-12 04:00:00,4,31.57
270,B001,教学楼,Teaching,2025-12-12 05:00:00,5,34.86
271,B001,教学楼,Teaching,2025-12-12 06:00:00,6,25.20
272,B001,教学楼,Teaching,2025-12-12 07:00:00,7,24.96
273,B001,教学楼,Teaching,2025-12-12 08:00:00,8,77.62
274,B001,教学楼,Teaching,2025-12-12 09:00:00,9,82.93
275,B001,教学楼,Teaching,2025-12-12 10:00:00,10,79.52
276,B001,教学楼,Teaching,2025-12-12 11:00:00,11,83.47
277,B001,教学楼,Teaching,2025-12-12 12:00:00,12,84.79
278,B001,教学楼,Teaching,2025-12-12 13:00:00,13,78.58
279,B001,教学楼,Teaching,2025-12-12 14:00:00,14,83.70
280,B001,教学楼,Teaching,2025-12-12 15:00:00,15,79.22
281,B001,教学楼,Teaching,2025-12-12 16:00:00,16,81.87
282,B001,教学楼,Teaching,2025-12-12 17:00:00,17,86.83
283,B001,教学楼,Teaching,2025-12-12 18:00:00,18,102.47
284,B001,教学楼,Teaching,2025-12-12 19:00:00,19,93.37
285,B001,教学楼,Teaching,2025-12-12 20:00:00,20,97.29
286,B001,教学楼,Teaching,2025-12-12 21:00:00,21,26.68
287,B001,教学楼,Teaching,2025-12-12 22:00:00,22,23.39
288,B001,教学楼,Teaching,2025-12-12 23:00:00,23,32.59
289,B001,教学楼,Teaching,2025-12-13 00:00:00,0,27.44
290,B001,教学楼,Teaching,2025-12-13 01:00:00,1,22.93
291,B001,教学楼,Teaching,2025-12-13 02:00:00,2,28.67
292,B001,教学楼,Teaching,2025-12-13 03:00:00,3,26.38
293,B001,教学楼,Teaching,2025-12-13 04:00:00,4,24.87
294,B001,教学楼,Teaching,2025-12-13 05:00:00,5,19.84
295,B001,教学楼,Teaching,2025-12-13 06:00:00,6,20.62
296,B001,教学楼,Teaching,2025-12-13 07:00:00,7,30.30
297,B001,教学楼,Teaching,2025-12-13 08:00:00,8,76.40
298,B001,教学楼,Teaching,2025-12-13 09:00:00,9,72.06
299,B001,教学楼,Teaching,2025-12-13 10:00:00,10,75.48
300,B001,教学楼,Teaching,2025-12-13 11:00:00,11,72.42
301,B001,教学楼,Teaching,2025-12-13 12:00:00,12,67.16
302,B001,教学楼,Teaching,2025-12-13 13:00:00,13,66.87
303,B001,教学楼,Teaching,2025-12-13 14:00:00,14,69.00
304,B001,教学楼,Teaching,2025-12-13 15:00:00,15,76.05
305,B001,教学楼,Teaching,2025-12-13 16:00:00,16,74.77
306,B001,教学楼,Teaching,2025-12-13 17:00:00,17,75.50
307,B001,教学楼,Teaching,2025-12-13 18:00:00,18,90.15
308,B001,教学楼,Teaching,2025-12-13 19:00:00,19,81.83
309,B001,教学楼,Teaching,2025-12-13 20:00:00,20,82.25
310,B001,教学楼,Teaching,2025-12-13 21:00:00,21,20.72
311,B001,教学楼,Teaching,2025-12-13 22:00:00,22,28.83
312,B001,教学楼,Teaching,2025-12-13 23:00:00,23,30.07
313,B001,教学楼,Teaching,2025-12-14 00:00:00,0,24.32
314,B001,教学楼,Teaching,2025-12-14 01:00:00,1,26.87
315,B001,教学楼,Teaching,2025-12-14 02:00:00,2,21.26
316,B001,教学楼,Teaching,2025-12-14 03:00:00,3,30.55
317,B001,教学楼,Teaching,2025-12-14 04:00:00,4,29.75
318,B001,教学楼,Teaching,2025-12-14 05:00:00,5,31.08
319,B001,教学楼,Teaching,2025-12-14 06:00:00,6,29.08
320,B001,教学楼,Teaching,2025-12-14 07:00:00,7,29.91
321,B001,教学楼,Teaching,2025-12-14 08:00:00,8,64.82
322,B001,教学楼,Teaching,2025-12-14 09:00:00,9,73.31
323,B001,教学楼,Teaching,2025-12-14 10:00:00,10,68.41
324,B001,教学楼,Teaching,2025-12-14 11:00:00,11,75.55
325,B001,教学楼,Teaching,2025-12-14 12:00:00,12,73.96
326,B001,教学楼,Teaching,2025-12-14 13:00:00,13,74.66
327,B001,教学楼,Teaching,2025-12-14 14:00:00,14,73.97
328,B001,教学楼,Teaching,2025-12-14 15:00:00,15,67.40
329,B001,教学楼,Teaching,2025-12-14 16:00:00,16,73.60
330,B001,教学楼,Teaching,2025-12-14 17:00:00,17,65.40
331,B001,教学楼,Teaching,2025-12-14 18:00:00,18,88.54
332,B001,教学楼,Teaching,2025-12-14 19:00:00,19,88.32
333,B001,教学楼,Teaching,2025-12-14 20:00:00,20,80.63
334,B001,教学楼,Teaching,2025-12-14 21:00:00,21,28.90
335,B001,教学楼,Teaching,2025-12-14 22:00:00,22,24.61
336,B001,教学楼,Teaching,2025-12-14 23:00:00,23,22.73
337,B001,教学楼,Teaching,2025-12-15 00:00:00,0,32.01
338,B001,教学楼,Teaching,2025-12-15 01:00:00,1,25.18
339,B001,教学楼,Teaching,2025-12-15 02:00:00,2,22.71
340,B001,教学楼,Teaching,2025-12-15 03:00:00,3,24.73
341,B001,教学楼,Teaching,2025-12-15 04:00:00,4,26.33
342,B001,教学楼,Teaching,2025-12-15 05:00:00,5,32.74
343,B001,教学楼,Teaching,2025-12-15 06:00:00,6,33.95
344,B001,教学楼,Teaching,2025-12-15 07:00:00,7,25.68
345,B001,教学楼,Teaching,2025-12-15 08:00:00,8,80.57
346,B001,教学楼,Teaching,2025-12-15 09:00:00,9,77.61
347,B001,教学楼,Teaching,2025-12-15 10:00:00,10,84.53
348,B001,教学楼,Teaching,2025-12-15 11:00:00,11,79.14
349,B001,教学楼,Teaching,2025-12-15 12:00:00,12,83.92
350,B001,教学楼,Teaching,2025-12-15 13:00:00,13,73.98
351,B001,教学楼,Teaching,2025-12-15 14:00:00,14,84.19
352,B001,教学楼,Teaching,2025-12-15 15:00:00,15,74.63
353,B001,教学楼,Teaching,2025-12-15 16:00:00,16,83.99
354,B001,教学楼,Teaching,2025-12-15 17:00:00,17,75.57
355,B001,教学楼,Teaching,2025-12-15 18:00:00,18,89.29
356,B001,教学楼,Teaching,2025-12-15 19:00:00,19,93.14
357,B001,教学楼,Teaching,2025-12-15 20:00:00,20,96.60
358,B001,教学楼,Teaching,2025-12-15 21:00:00,21,25.82
359,B001,教学楼,Teaching,2025-12-15 22:00:00,22,29.31
360,B001,教学楼,Teaching,2025-12-15 23:00:00,23,28.16
361,B001,教学楼,Teaching,2025-12-16 00:00:00,0,26.62
362,B001,教学楼,Teaching,2025-12-16 01:00:00,1,28.90
363,B001,教学楼,Teaching,2025-12-16 02:00:00,2,25.02
364,B001,教学楼,Teaching,2025-12-16 03:00:00,3,30.45
365,B001,教学楼,Teaching,2025-12-16 04:00:00,4,21.94
366,B001,教学楼,Teaching,2025-12-16 05:00:00,5,33.01
367,B001,教学楼,Teaching,2025-12-16 06:00:00,6,28.34
368,B001,教学楼,Teaching,2025-12-16 07:00:00,7,30.50
369,B001,教学楼,Teaching,2025-12-16 08:00:00,8,80.47
370,B001,教学楼,Teaching,2025-12-16 09:00:00,9,79.56
371,B001,教学楼,Teaching,2025-12-16 10:00:00,10,75.83
372,B001,教学楼,Teaching,2025-12-16 11:00:00,11,72.24
373,B001,教学楼,Teaching,2025-12-16 12:00:00,12,79.32
374,B001,教学楼,Teaching,2025-12-16 13:00:00,13,75.26
375,B001,教学楼,Teaching,2025-12-16 14:00:00,14,75.01
376,B001,教学楼,Teaching,2025-12-16 15:00:00,15,81.36
377,B001,教学楼,Teaching,2025-12-16 16:00:00,16,79.77
378,B001,教学楼,Teaching,2025-12-16 17:00:00,17,74.68
379,B001,教学楼,Teaching,2025-12-16 18:00:00,18,90.14
380,B001,教学楼,Teaching,2025-12-16 19:00:00,19,91.26
381,B001,教学楼,Teaching,2025-12-16 20:00:00,20,91.13
382,B001,教学楼,Teaching,2025-12-16 21:00:00,21,25.14
383,B001,教学楼,Teaching,2025-12-16 22:00:00,22,23.10
384,B001,教学楼,Teaching,2025-12-16 23:00:00,23,26.60
385,B001,教学楼,Teaching,2025-12-17 00:00:00,0,32.82
386,B001,教学楼,Teaching,2025-12-17 01:00:00,1,29.64
387,B001,教学楼,Teaching,2025-12-17 02:00:00,2,32.33
388,B001,教学楼,Teaching,2025-12-17 03:00:00,3,28.86
389,B001,教学楼,Teaching,2025-12-17 04:00:00,4,25.07
390,B001,教学楼,Teaching,2025-12-17 05:00:00,5,28.01
391,B001,教学楼,Teaching,2025-12-17 06:00:00,6,21.43
392,B001,教学楼,Teaching,2025-12-17 07:00:00,7,24.84
393,B001,教学楼,Teaching,2025-12-17 08:00:00,8,75.44
394,B001,教学楼,Teaching,2025-12-17 09:00:00,9,77.19
395,B001,教学楼,Teaching,2025-12-17 10:00:00,10,78.03
396,B001,教学楼,Teaching,2025-12-17 11:00:00,11,75.70
397,B001,教学楼,Teaching,2025-12-17 12:00:00,12,75.38
398,B001,教学楼,Teaching,2025-12-17 13:00:00,13,72.58
399,B001,教学楼,Teaching,2025-12-17 14:00:00,14,75.65
400,B001,教学楼,Teaching,2025-12-17 15:00:00,15,80.73
401,B001,教学楼,Teaching,2025-12-17 16:00:00,16,79.42
402,B001,教学楼,Teaching,2025-12-17 17:00:00,17,71.85
403,B001,教学楼,Teaching,2025-12-17 18:00:00,18,85.93
404,B001,教学楼,Teaching,2025-12-17 19:00:00,19,91.04
405,B001,教学楼,Teaching,2025-12-17 20:00:00,20,92.39
406,B001,教学楼,Teaching,2025-12-17 21:00:00,21,25.17
407,B001,教学楼,Teaching,2025-12-17 22:00:00,22,30.95
408,B001,教学楼,Teaching,2025-12-17 23:00:00,23,30.12
409,B001,教学楼,Teaching,2025-12-18 00:00:00,0,29.16
